"dyad";"id";"obsno";"sent";"start";"end";"PA1_time";"PA2_time";"PA3_time";"NA1_time";"NA2_time";"NA3_time";"contact_time";"location_time"
14;28;51;2018-09-19 10:00:02;2018-09-19 10:00:27;2018-09-19 10:02:37;2018-09-19 10:00:47;2018-09-19 10:01:07;2018-09-19 10:01:24;2018-09-19 10:01:39;2018-09-19 10:01:54;2018-09-19 10:02:15;2018-09-19 10:02:44;2018-09-19 10:02:37
14;28;52;2018-09-19 11:00:09;2018-09-19 11:00:14;2018-09-19 11:03:04;2018-09-19 11:00:40;2018-09-19 11:00:59;2018-09-19 11:01:30;2018-09-19 11:01:50;2018-09-19 11:02:25;2018-09-19 11:02:37;2018-09-19 11:03:09;2018-09-19 11:03:04
14;28;53;2018-09-19 12:00:16;2018-09-19 12:00:24;2018-09-19 12:02:49;2018-09-19 12:00:50;2018-09-19 12:01:08;2018-09-19 12:01:23;2018-09-19 12:01:50;2018-09-19 12:02:16;2018-09-19 12:02:29;2018-09-19 12:02:38;2018-09-19 12:02:49
14;28;54;2018-09-19 13:00:25;2018-09-19 13:00:40;2018-09-19 13:01:53;2018-09-19 13:00:47;2018-09-19 13:00:59;2018-09-19 13:01:06;2018-09-19 13:01:17;2018-09-19 13:01:32;2018-09-19 13:01:35;2018-09-19 13:01:58;2018-09-19 13:01:53
14;28;55;2018-09-19 14:00:10;2018-09-19 14:00:37;2018-09-19 14:02:53;2018-09-19 14:00:57;2018-09-19 14:01:16;2018-09-19 14:01:32;2018-09-19 14:02:03;2018-09-19 14:02:11;2018-09-19 14:02:29;2018-09-19 14:02:56;2018-09-19 14:02:53
14;28;56;2018-09-20 09:59:45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
14;28;57;2018-09-20 11:00:00;2018-09-20 11:00:25;2018-09-20 11:02:54;2018-09-20 11:00:46;2018-09-20 11:01:14;2018-09-20 11:01:32;2018-09-20 11:01:55;2018-09-20 11:02:08;2018-09-20 11:02:43;2018-09-20 11:02:50;2018-09-20 11:02:54
14;28;58;2018-09-20 12:00:19;2018-09-20 12:00:48;2018-09-20 12:02:40;2018-09-20 12:01:03;2018-09-20 12:01:21;2018-09-20 12:01:40;2018-09-20 12:02:01;2018-09-20 12:02:04;2018-09-20 12:02:32;2018-09-20 12:02:44;2018-09-20 12:02:40
14;28;59;2018-09-20 13:00:20;2018-09-20 13:00:29;2018-09-20 13:01:50;2018-09-20 13:00:37;2018-09-20 13:00:50;2018-09-20 13:00:59;2018-09-20 13:01:11;2018-09-20 13:01:28;2018-09-20 13:01:36;2018-09-20 13:01:43;2018-09-20 13:01:50
14;28;60;2018-09-20 14:00:21;2018-09-20 14:00:53;2018-09-20 14:01:49;2018-09-20 14:00:59;2018-09-20 14:01:08;2018-09-20 14:01:13;2018-09-20 14:01:34;2018-09-20 14:01:36;2018-09-20 14:01:37;2018-09-20 14:01:48;2018-09-20 14:01:49
14;28;61;2018-09-21 10:00:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
14;28;62;2018-09-21 11:00:24;2018-09-21 11:00:27;2018-09-21 11:02:23;2018-09-21 11:00:46;2018-09-21 11:01:04;2018-09-21 11:01:10;2018-09-21 11:01:28;2018-09-21 11:01:43;2018-09-21 11:02:12;2018-09-21 11:02:21;2018-09-21 11:02:23
14;28;63;2018-09-21 11:59:56;2018-09-21 12:00:30;2018-09-21 12:02:30;2018-09-21 12:00:49;2018-09-21 12:01:02;2018-09-21 12:01:23;2018-09-21 12:01:37;2018-09-21 12:01:55;2018-09-21 12:02:10;2018-09-21 12:02:30;2018-09-21 12:02:30
14;28;64;2018-09-21 12:59:57;2018-09-21 13:00:00;2018-09-21 13:02:52;2018-09-21 13:00:20;2018-09-21 13:00:47;2018-09-21 13:01:11;2018-09-21 13:01:43;2018-09-21 13:02:04;2018-09-21 13:02:32;2018-09-21 13:02:45;2018-09-21 13:02:52
14;28;65;2018-09-21 14:00:13;2018-09-21 14:00:28;2018-09-21 14:01:41;2018-09-21 14:00:37;2018-09-21 14:00:53;2018-09-21 14:00:56;2018-09-21 14:01:05;2018-09-21 14:01:23;2018-09-21 14:01:34;2018-09-21 14:01:34;2018-09-21 14:01:41
14;28;66;2018-09-22 10:00:24;2018-09-22 10:00:37;2018-09-22 10:02:00;2018-09-22 10:00:35;2018-09-22 10:01:13;2018-09-22 10:01:14;2018-09-22 10:01:23;2018-09-22 10:01:36;2018-09-22 10:01:48;2018-09-22 10:02:02;2018-09-22 10:02:00
14;28;67;2018-09-22 11:00:02;2018-09-22 11:00:15;2018-09-22 11:02:56;2018-09-22 11:00:33;2018-09-22 11:00:54;2018-09-22 11:01:21;2018-09-22 11:01:51;2018-09-22 11:02:08;2018-09-22 11:02:32;2018-09-22 11:02:53;2018-09-22 11:02:56
14;28;68;2018-09-22 12:00:22;2018-09-22 12:00:46;2018-09-22 12:02:23;2018-09-22 12:01:02;2018-09-22 12:01:08;2018-09-22 12:01:32;2018-09-22 12:01:42;2018-09-22 12:01:51;2018-09-22 12:02:12;2018-09-22 12:02:22;2018-09-22 12:02:23
14;28;69;2018-09-22 13:00:02;2018-09-22 13:00:06;2018-09-22 13:01:49;2018-09-22 13:00:25;2018-09-22 13:00:30;2018-09-22 13:00:52;2018-09-22 13:00:55;2018-09-22 13:01:18;2018-09-22 13:01:33;2018-09-22 13:01:43;2018-09-22 13:01:49
14;28;70;2018-09-22 14:00:02;2018-09-22 14:00:13;2018-09-22 14:01:34;2018-09-22 14:00:27;2018-09-22 14:00:31;2018-09-22 14:00:45;2018-09-22 14:01:03;2018-09-22 14:01:16;2018-09-22 14:01:21;2018-09-22 14:01:40;2018-09-22 14:01:34
15;29;1;2018-08-09 10:00:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;29;2;2018-08-09 11:00:05;2018-08-09 11:00:15;2018-08-09 11:03:07;2018-08-09 11:00:49;2018-08-09 11:01:03;2018-08-09 11:01:27;2018-08-09 11:01:46;2018-08-09 11:02:16;2018-08-09 11:02:40;2018-08-09 11:03:03;2018-08-09 11:03:07
15;29;3;2018-08-09 12:00:04;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;29;4;2018-08-09 13:00:25;2018-08-09 13:00:33;2018-08-09 13:01:49;2018-08-09 13:00:49;2018-08-09 13:00:58;2018-08-09 13:01:09;2018-08-09 13:01:17;2018-08-09 13:01:30;2018-08-09 13:01:41;2018-08-09 13:01:47;2018-08-09 13:01:49
15;29;5;2018-08-09 14:00:08;2018-08-09 14:00:36;2018-08-09 14:03:00;2018-08-09 14:01:06;2018-08-09 14:01:19;2018-08-09 14:01:42;2018-08-09 14:01:56;2018-08-09 14:02:09;2018-08-09 14:02:36;2018-08-09 14:02:56;2018-08-09 14:03:00
15;29;6;2018-08-10 10:00:21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;29;7;2018-08-10 10:59:50;2018-08-10 10:59:54;2018-08-10 11:00:53;2018-08-10 11:00:01;2018-08-10 11:00:12;2018-08-10 11:00:19;2018-08-10 11:00:31;2018-08-10 11:00:31;2018-08-10 11:00:41;2018-08-10 11:01:01;2018-08-10 11:00:53
15;29;8;2018-08-10 12:00:24;2018-08-10 12:00:52;2018-08-10 12:02:22;2018-08-10 12:01:08;2018-08-10 12:01:20;2018-08-10 12:01:25;2018-08-10 12:01:48;2018-08-10 12:01:58;2018-08-10 12:02:09;2018-08-10 12:02:26;2018-08-10 12:02:22
15;29;9;2018-08-10 13:00:16;2018-08-10 13:00:18;2018-08-10 13:03:06;2018-08-10 13:00:39;2018-08-10 13:01:06;2018-08-10 13:01:32;2018-08-10 13:01:53;2018-08-10 13:02:14;2018-08-10 13:02:46;2018-08-10 13:03:16;2018-08-10 13:03:06
15;29;10;2018-08-10 14:00:03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;29;11;2018-08-11 10:00:09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;29;12;2018-08-11 10:59:47;2018-08-11 10:59:59;2018-08-11 11:01:33;2018-08-11 11:00:02;2018-08-11 11:00:19;2018-08-11 11:00:39;2018-08-11 11:00:55;2018-08-11 11:01:05;2018-08-11 11:01:17;2018-08-11 11:01:34;2018-08-11 11:01:33
15;29;13;2018-08-11 12:00:05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;29;14;2018-08-11 13:00:15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;29;15;2018-08-11 14:00:06;2018-08-11 14:00:22;2018-08-11 14:01:39;2018-08-11 14:00:33;2018-08-11 14:00:41;2018-08-11 14:00:50;2018-08-11 14:01:10;2018-08-11 14:01:14;2018-08-11 14:01:26;2018-08-11 14:01:48;2018-08-11 14:01:39
15;29;16;2018-08-12 10:00:08;2018-08-12 10:00:10;2018-08-12 10:00:47;2018-08-12 10:00:16;2018-08-12 10:00:23;2018-08-12 10:00:32;2018-08-12 10:00:32;2018-08-12 10:00:38;2018-08-12 10:00:42;2018-08-12 10:00:47;2018-08-12 10:00:47
15;29;17;2018-08-12 11:00:17;2018-08-12 11:00:30;2018-08-12 11:01:32;2018-08-12 11:00:33;2018-08-12 11:00:48;2018-08-12 11:01:02;2018-08-12 11:01:07;2018-08-12 11:01:13;2018-08-12 11:01:16;2018-08-12 11:01:29;2018-08-12 11:01:32
15;29;18;2018-08-12 12:00:06;2018-08-12 12:00:55;2018-08-12 12:02:35;2018-08-12 12:01:13;2018-08-12 12:01:26;2018-08-12 12:01:32;2018-08-12 12:01:43;2018-08-12 12:02:07;2018-08-12 12:02:20;2018-08-12 12:02:36;2018-08-12 12:02:35
15;29;19;2018-08-12 13:00:12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;29;20;2018-08-12 14:00:07;2018-08-12 14:00:26;2018-08-12 14:01:24;2018-08-12 14:00:35;2018-08-12 14:00:45;2018-08-12 14:00:50;2018-08-12 14:01:01;2018-08-12 14:01:12;2018-08-12 14:01:18;2018-08-12 14:01:25;2018-08-12 14:01:24
15;29;21;2018-08-13 10:00:25;2018-08-13 10:00:40;2018-08-13 10:02:38;2018-08-13 10:01:09;2018-08-13 10:01:12;2018-08-13 10:01:36;2018-08-13 10:01:49;2018-08-13 10:01:58;2018-08-13 10:02:13;2018-08-13 10:02:42;2018-08-13 10:02:38
15;29;22;2018-08-13 10:59:58;2018-08-13 11:00:09;2018-08-13 11:01:05;2018-08-13 11:00:21;2018-08-13 11:00:23;2018-08-13 11:00:31;2018-08-13 11:00:43;2018-08-13 11:00:50;2018-08-13 11:00:55;2018-08-13 11:01:06;2018-08-13 11:01:05
15;29;23;2018-08-13 12:00:16;2018-08-13 12:00:27;2018-08-13 12:03:08;2018-08-13 12:00:52;2018-08-13 12:01:18;2018-08-13 12:01:36;2018-08-13 12:02:02;2018-08-13 12:02:29;2018-08-13 12:02:51;2018-08-13 12:03:14;2018-08-13 12:03:08
15;29;24;2018-08-13 13:00:06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;29;25;2018-08-13 14:00:15;2018-08-13 14:00:23;2018-08-13 14:02:14;2018-08-13 14:00:40;2018-08-13 14:00:44;2018-08-13 14:01:12;2018-08-13 14:01:23;2018-08-13 14:01:44;2018-08-13 14:01:57;2018-08-13 14:02:16;2018-08-13 14:02:14
15;29;26;2018-08-14 10:00:01;2018-08-14 10:00:08;2018-08-14 10:03:04;2018-08-14 10:00:35;2018-08-14 10:01:02;2018-08-14 10:01:23;2018-08-14 10:01:48;2018-08-14 10:02:12;2018-08-14 10:02:49;2018-08-14 10:03:01;2018-08-14 10:03:04
15;29;27;2018-08-14 11:00:34;2018-08-14 11:00:45;2018-08-14 11:02:44;2018-08-14 11:01:02;2018-08-14 11:01:26;2018-08-14 11:01:31;2018-08-14 11:01:51;2018-08-14 11:02:12;2018-08-14 11:02:25;2018-08-14 11:02:38;2018-08-14 11:02:44
15;29;28;2018-08-14 11:59:52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;29;29;2018-08-14 13:00:19;2018-08-14 13:00:30;2018-08-14 13:01:29;2018-08-14 13:00:42;2018-08-14 13:00:44;2018-08-14 13:00:47;2018-08-14 13:00:55;2018-08-14 13:01:11;2018-08-14 13:01:16;2018-08-14 13:01:28;2018-08-14 13:01:29
15;29;30;2018-08-14 14:00:11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;29;31;2018-08-15 10:00:12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;29;32;2018-08-15 11:00:04;2018-08-15 11:00:50;2018-08-15 11:02:55;2018-08-15 11:01:07;2018-08-15 11:01:32;2018-08-15 11:01:38;2018-08-15 11:02:05;2018-08-15 11:02:06;2018-08-15 11:02:44;2018-08-15 11:02:45;2018-08-15 11:02:55
15;29;33;2018-08-15 11:59:57;2018-08-15 12:00:13;2018-08-15 12:00:37;2018-08-15 12:00:14;2018-08-15 12:00:24;2018-08-15 12:00:25;2018-08-15 12:00:26;2018-08-15 12:00:29;2018-08-15 12:00:30;2018-08-15 12:00:37;2018-08-15 12:00:37
15;29;34;2018-08-15 13:00:18;2018-08-15 13:00:25;2018-08-15 13:01:34;2018-08-15 13:00:31;2018-08-15 13:00:39;2018-08-15 13:00:48;2018-08-15 13:01:01;2018-08-15 13:01:13;2018-08-15 13:01:20;2018-08-15 13:01:32;2018-08-15 13:01:34
15;29;35;2018-08-15 14:00:14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;29;36;2018-08-16 10:00:05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;29;37;2018-08-16 11:00:14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;29;38;2018-08-16 12:00:05;2018-08-16 12:00:27;2018-08-16 12:02:26;2018-08-16 12:00:48;2018-08-16 12:00:58;2018-08-16 12:01:13;2018-08-16 12:01:33;2018-08-16 12:01:51;2018-08-16 12:02:00;2018-08-16 12:02:26;2018-08-16 12:02:26
15;29;39;2018-08-16 13:00:01;2018-08-16 13:00:22;2018-08-16 13:02:37;2018-08-16 13:00:36;2018-08-16 13:00:58;2018-08-16 13:01:24;2018-08-16 13:01:34;2018-08-16 13:02:03;2018-08-16 13:02:23;2018-08-16 13:02:43;2018-08-16 13:02:37
15;29;40;2018-08-16 14:00:03;2018-08-16 14:00:13;2018-08-16 14:01:28;2018-08-16 14:00:27;2018-08-16 14:00:30;2018-08-16 14:00:47;2018-08-16 14:01:01;2018-08-16 14:01:04;2018-08-16 14:01:18;2018-08-16 14:01:20;2018-08-16 14:01:28
15;29;41;2018-08-17 10:00:05;2018-08-17 10:00:12;2018-08-17 10:01:06;2018-08-17 10:00:30;2018-08-17 10:00:37;2018-08-17 10:00:40;2018-08-17 10:00:44;2018-08-17 10:00:57;2018-08-17 10:01:00;2018-08-17 10:01:05;2018-08-17 10:01:06
15;29;42;2018-08-17 11:00:24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;29;43;2018-08-17 11:59:57;2018-08-17 12:00:04;2018-08-17 12:00:53;2018-08-17 12:00:03;2018-08-17 12:00:18;2018-08-17 12:00:20;2018-08-17 12:00:34;2018-08-17 12:00:39;2018-08-17 12:00:39;2018-08-17 12:00:59;2018-08-17 12:00:53
15;29;44;2018-08-17 13:00:09;2018-08-17 13:00:28;2018-08-17 13:03:12;2018-08-17 13:00:49;2018-08-17 13:01:06;2018-08-17 13:01:34;2018-08-17 13:01:58;2018-08-17 13:02:29;2018-08-17 13:02:51;2018-08-17 13:03:08;2018-08-17 13:03:12
15;29;45;2018-08-17 13:59:59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;29;46;2018-08-18 10:00:04;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;29;47;2018-08-18 11:00:28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;29;48;2018-08-18 11:59:43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;29;49;2018-08-18 12:59:57;2018-08-18 13:00:17;2018-08-18 13:02:04;2018-08-18 13:00:37;2018-08-18 13:00:45;2018-08-18 13:00:58;2018-08-18 13:01:07;2018-08-18 13:01:29;2018-08-18 13:01:57;2018-08-18 13:02:13;2018-08-18 13:02:04
15;29;50;2018-08-18 13:59:54;2018-08-18 14:00:19;2018-08-18 14:02:55;2018-08-18 14:00:34;2018-08-18 14:00:59;2018-08-18 14:01:34;2018-08-18 14:01:41;2018-08-18 14:02:22;2018-08-18 14:02:37;2018-08-18 14:02:55;2018-08-18 14:02:55
15;29;51;2018-08-19 10:00:18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;29;52;2018-08-19 11:00:26;2018-08-19 11:00:46;2018-08-19 11:03:17;2018-08-19 11:01:03;2018-08-19 11:01:27;2018-08-19 11:01:56;2018-08-19 11:02:09;2018-08-19 11:02:35;2018-08-19 11:02:46;2018-08-19 11:03:13;2018-08-19 11:03:17
15;29;53;2018-08-19 12:00:19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;29;54;2018-08-19 13:00:08;2018-08-19 13:00:28;2018-08-19 13:02:31;2018-08-19 13:00:38;2018-08-19 13:00:54;2018-08-19 13:01:14;2018-08-19 13:01:30;2018-08-19 13:01:51;2018-08-19 13:02:10;2018-08-19 13:02:37;2018-08-19 13:02:31
15;29;55;2018-08-19 14:00:06;2018-08-19 14:00:24;2018-08-19 14:01:01;2018-08-19 14:00:27;2018-08-19 14:00:30;2018-08-19 14:00:42;2018-08-19 14:00:42;2018-08-19 14:00:47;2018-08-19 14:00:48;2018-08-19 14:00:54;2018-08-19 14:01:01
15;29;56;2018-08-20 10:00:23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;29;57;2018-08-20 11:00:14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;29;58;2018-08-20 12:00:02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;29;59;2018-08-20 13:00:03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;29;60;2018-08-20 14:00:03;2018-08-20 14:00:24;2018-08-20 14:03:07;2018-08-20 14:00:42;2018-08-20 14:01:02;2018-08-20 14:01:35;2018-08-20 14:01:56;2018-08-20 14:02:19;2018-08-20 14:02:42;2018-08-20 14:03:10;2018-08-20 14:03:07
15;29;61;2018-08-21 10:00:31;2018-08-21 10:00:44;2018-08-21 10:01:33;2018-08-21 10:00:56;2018-08-21 10:00:58;2018-08-21 10:01:09;2018-08-21 10:01:14;2018-08-21 10:01:23;2018-08-21 10:01:26;2018-08-21 10:01:30;2018-08-21 10:01:33
15;29;62;2018-08-21 10:59:49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;29;63;2018-08-21 11:59:49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;29;64;2018-08-21 13:00:12;2018-08-21 13:00:21;2018-08-21 13:02:16;2018-08-21 13:00:39;2018-08-21 13:00:52;2018-08-21 13:01:15;2018-08-21 13:01:30;2018-08-21 13:01:37;2018-08-21 13:02:02;2018-08-21 13:02:14;2018-08-21 13:02:16
15;29;65;2018-08-21 14:00:33;2018-08-21 14:00:42;2018-08-21 14:02:47;2018-08-21 14:01:03;2018-08-21 14:01:21;2018-08-21 14:01:31;2018-08-21 14:02:03;2018-08-21 14:02:13;2018-08-21 14:02:36;2018-08-21 14:02:41;2018-08-21 14:02:47
15;29;66;2018-08-22 10:00:15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;29;67;2018-08-22 11:00:23;2018-08-22 11:00:31;2018-08-22 11:03:20;2018-08-22 11:00:51;2018-08-22 11:01:13;2018-08-22 11:01:43;2018-08-22 11:02:08;2018-08-22 11:02:30;2018-08-22 11:03:01;2018-08-22 11:03:13;2018-08-22 11:03:20
15;29;68;2018-08-22 12:00:04;2018-08-22 12:00:06;2018-08-22 12:00:42;2018-08-22 12:00:10;2018-08-22 12:00:15;2018-08-22 12:00:19;2018-08-22 12:00:25;2018-08-22 12:00:28;2018-08-22 12:00:40;2018-08-22 12:00:40;2018-08-22 12:00:42
15;29;69;2018-08-22 13:00:04;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;29;70;2018-08-22 14:00:41;2018-08-22 14:00:54;2018-08-22 14:03:16;2018-08-22 14:01:16;2018-08-22 14:01:32;2018-08-22 14:01:55;2018-08-22 14:02:18;2018-08-22 14:02:30;2018-08-22 14:02:48;2018-08-22 14:03:18;2018-08-22 14:03:16
15;30;1;2018-08-09 10:00:24;2018-08-09 10:00:28;2018-08-09 10:03:57;2018-08-09 10:00:51;2018-08-09 10:01:26;2018-08-09 10:02:02;2018-08-09 10:02:30;2018-08-09 10:02:52;2018-08-09 10:03:27;2018-08-09 10:04:02;2018-08-09 10:03:57
15;30;2;2018-08-09 11:00:05;2018-08-09 11:00:31;2018-08-09 11:03:30;2018-08-09 11:00:53;2018-08-09 11:01:16;2018-08-09 11:01:42;2018-08-09 11:02:15;2018-08-09 11:02:38;2018-08-09 11:03:06;2018-08-09 11:03:22;2018-08-09 11:03:30
15;30;3;2018-08-09 12:00:36;2018-08-09 12:00:42;2018-08-09 12:04:21;2018-08-09 12:01:24;2018-08-09 12:01:49;2018-08-09 12:02:16;2018-08-09 12:02:48;2018-08-09 12:03:16;2018-08-09 12:03:52;2018-08-09 12:04:28;2018-08-09 12:04:21
15;30;4;2018-08-09 12:59:54;2018-08-09 12:59:57;2018-08-09 13:01:12;2018-08-09 13:00:03;2018-08-09 13:00:18;2018-08-09 13:00:27;2018-08-09 13:00:38;2018-08-09 13:00:57;2018-08-09 13:00:59;2018-08-09 13:01:13;2018-08-09 13:01:12
15;30;5;2018-08-09 14:00:39;2018-08-09 14:00:55;2018-08-09 14:02:53;2018-08-09 14:01:07;2018-08-09 14:01:28;2018-08-09 14:01:41;2018-08-09 14:01:54;2018-08-09 14:02:25;2018-08-09 14:02:39;2018-08-09 14:02:47;2018-08-09 14:02:53
15;30;6;2018-08-10 09:59:58;2018-08-10 10:00:01;2018-08-10 10:03:14;2018-08-10 10:00:26;2018-08-10 10:00:58;2018-08-10 10:01:32;2018-08-10 10:01:41;2018-08-10 10:02:16;2018-08-10 10:02:49;2018-08-10 10:03:10;2018-08-10 10:03:14
15;30;7;2018-08-10 11:00:24;2018-08-10 11:00:49;2018-08-10 11:02:33;2018-08-10 11:01:01;2018-08-10 11:01:11;2018-08-10 11:01:26;2018-08-10 11:01:48;2018-08-10 11:02:04;2018-08-10 11:02:18;2018-08-10 11:02:37;2018-08-10 11:02:33
15;30;8;2018-08-10 12:00:05;2018-08-10 12:00:23;2018-08-10 12:02:54;2018-08-10 12:00:47;2018-08-10 12:01:08;2018-08-10 12:01:26;2018-08-10 12:01:58;2018-08-10 12:02:08;2018-08-10 12:02:32;2018-08-10 12:02:56;2018-08-10 12:02:54
15;30;9;2018-08-10 13:00:17;2018-08-10 13:00:26;2018-08-10 13:01:35;2018-08-10 13:00:37;2018-08-10 13:00:42;2018-08-10 13:00:51;2018-08-10 13:01:07;2018-08-10 13:01:10;2018-08-10 13:01:27;2018-08-10 13:01:33;2018-08-10 13:01:35
15;30;10;2018-08-10 14:00:13;2018-08-10 14:00:16;2018-08-10 14:02:12;2018-08-10 14:00:25;2018-08-10 14:00:49;2018-08-10 14:00:59;2018-08-10 14:01:29;2018-08-10 14:01:44;2018-08-10 14:01:54;2018-08-10 14:02:16;2018-08-10 14:02:12
15;30;11;2018-08-11 09:59:44;2018-08-11 10:00:01;2018-08-11 10:01:03;2018-08-11 10:00:09;2018-08-11 10:00:18;2018-08-11 10:00:26;2018-08-11 10:00:36;2018-08-11 10:00:46;2018-08-11 10:00:58;2018-08-11 10:00:58;2018-08-11 10:01:03
15;30;12;2018-08-11 10:59:55;2018-08-11 11:00:15;2018-08-11 11:02:05;2018-08-11 11:00:32;2018-08-11 11:00:39;2018-08-11 11:01:04;2018-08-11 11:01:18;2018-08-11 11:01:30;2018-08-11 11:02:03;2018-08-11 11:02:09;2018-08-11 11:02:05
15;30;13;2018-08-11 12:00:15;2018-08-11 12:00:29;2018-08-11 12:02:27;2018-08-11 12:00:41;2018-08-11 12:01:11;2018-08-11 12:01:21;2018-08-11 12:01:39;2018-08-11 12:02:03;2018-08-11 12:02:17;2018-08-11 12:02:23;2018-08-11 12:02:27
15;30;14;2018-08-11 12:59:48;2018-08-11 12:59:58;2018-08-11 13:02:36;2018-08-11 13:00:22;2018-08-11 13:00:42;2018-08-11 13:01:10;2018-08-11 13:01:31;2018-08-11 13:01:54;2018-08-11 13:02:11;2018-08-11 13:02:35;2018-08-11 13:02:36
15;30;15;2018-08-11 14:00:25;2018-08-11 14:00:44;2018-08-11 14:01:28;2018-08-11 14:00:43;2018-08-11 14:00:55;2018-08-11 14:01:08;2018-08-11 14:01:11;2018-08-11 14:01:12;2018-08-11 14:01:24;2018-08-11 14:01:29;2018-08-11 14:01:28
15;30;16;2018-08-12 09:59:56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;30;17;2018-08-12 10:59:56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;30;18;2018-08-12 12:00:03;2018-08-12 12:00:24;2018-08-12 12:01:22;2018-08-12 12:00:31;2018-08-12 12:00:42;2018-08-12 12:00:44;2018-08-12 12:01:00;2018-08-12 12:01:04;2018-08-12 12:01:12;2018-08-12 12:01:16;2018-08-12 12:01:22
15;30;19;2018-08-12 12:59:59;2018-08-12 13:00:09;2018-08-12 13:03:03;2018-08-12 13:00:36;2018-08-12 13:00:55;2018-08-12 13:01:20;2018-08-12 13:01:49;2018-08-12 13:02:10;2018-08-12 13:02:46;2018-08-12 13:03:01;2018-08-12 13:03:03
15;30;20;2018-08-12 13:59:57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;30;21;2018-08-13 10:00:09;2018-08-13 10:00:30;2018-08-13 10:02:27;2018-08-13 10:00:50;2018-08-13 10:00:51;2018-08-13 10:01:23;2018-08-13 10:01:26;2018-08-13 10:01:52;2018-08-13 10:02:07;2018-08-13 10:02:17;2018-08-13 10:02:27
15;30;22;2018-08-13 11:00:24;2018-08-13 11:00:44;2018-08-13 11:02:04;2018-08-13 11:01:02;2018-08-13 11:01:08;2018-08-13 11:01:13;2018-08-13 11:01:27;2018-08-13 11:01:39;2018-08-13 11:01:52;2018-08-13 11:02:01;2018-08-13 11:02:04
15;30;23;2018-08-13 12:00:19;2018-08-13 12:00:28;2018-08-13 12:01:27;2018-08-13 12:00:41;2018-08-13 12:00:44;2018-08-13 12:00:50;2018-08-13 12:01:00;2018-08-13 12:01:13;2018-08-13 12:01:23;2018-08-13 12:01:28;2018-08-13 12:01:27
15;30;24;2018-08-13 12:59:50;2018-08-13 13:00:18;2018-08-13 13:02:07;2018-08-13 13:00:32;2018-08-13 13:00:45;2018-08-13 13:01:09;2018-08-13 13:01:22;2018-08-13 13:01:35;2018-08-13 13:01:45;2018-08-13 13:01:55;2018-08-13 13:02:07
15;30;25;2018-08-13 14:00:07;2018-08-13 14:00:29;2018-08-13 14:01:50;2018-08-13 14:00:42;2018-08-13 14:00:45;2018-08-13 14:00:59;2018-08-13 14:01:16;2018-08-13 14:01:26;2018-08-13 14:01:49;2018-08-13 14:01:53;2018-08-13 14:01:50
15;30;26;2018-08-14 10:00:08;2018-08-14 10:00:19;2018-08-14 10:00:23;2018-08-14 10:00:10;2018-08-14 10:00:13;2018-08-14 10:00:15;2018-08-14 10:00:16;2018-08-14 10:00:19;2018-08-14 10:00:20;2018-08-14 10:00:28;2018-08-14 10:00:23
